time decyear lat lon Hice1 Hice2 Himth geoid distnode width reachID nodeID wse OCval
420896871.563555 2013.336 46.396978 -94.781361 375.969250036344 375.891450036345 377.275179320541 -26.0424962862618 87.0897760552665 33 74289600081 74289600080451 377.399993896484 0
420896871.589493 2013.336 46.398491 -94.78195 376.013749818278 375.955149818277 377.43513657293 -26.0435935686909 84.0496586990495 60 74289600081 74289600080461 377.399993896484 0
420896871.615431 2013.336 46.400005 -94.782538 376.060050327099 NA 377.704100825913 -26.0446915763563 52.6776905652152 54 74289600081 74289600080471 377.399993896484 0
420896871.641369 2013.336 46.401518 -94.783127 376.106850109035 376.134950109035 377.958960219233 -26.0457888587854 20.3802033541778 57 74289600081 74289600080481 377.399993896484 0
420896871.667307 2013.336 46.403031 -94.783715 376.206449890967 376.219749890967 378.277582650158 -26.0468861412146 145.533199474849 42 74289600081 74289600080491 377.399993896484 0
420896871.693245 2013.336 46.404545 -94.784304 375.995250399789 NA 379.267705687616 -26.0479841488799 267.815671867867 42 74289600081 74289600080491 377.399993896484 0
420896871.719183 2013.336 46.406058 -94.784893 377.374950181722 377.324550181722 379.646107240684 -26.0490814313091 407.172804996571 36 74289600081 74289600080631 377.399993896484 0
420896871.74512 2013.336 46.407571 -94.785481 377.970149963654 377.849649963655 379.977876747519 -26.0501787137382 241.076410188538 36 74289600081 74289600080631 377.399993896484 0
420896871.771058 2013.336 46.409084 -94.78607 376.799449745589 NA 380.497809736789 -26.0512759961673 105.343609162152 36 74289600081 74289600080631 377.399993896484 0
420896871.796996 2013.336 46.410598 -94.786659 376.80785025441 NA 381.074093420963 -26.0523740038327 120.104387825289 48 74289600081 74289600080641 377.399993896484 0
420896871.822934 2013.336 46.412111 -94.787247 376.674850036346 376.662150036344 380.994958809714 -26.0534712862618 266.493093545846 48 74289600081 74289600080641 377.399993896484 0
420896871.848872 2013.336 46.413624 -94.787836 376.706549818279 376.739549818278 381.55498612705 -26.0545685686909 341.916750318372 67 74289600081 74289600080661 377.399993896484 0
420896871.87481 2013.336 46.415137 -94.788425 376.958749600212 376.843849600211 381.405234801496 -26.0556658511201 389.551904794603 39 74289600081 74289600080671 377.399993896484 0
420896871.900748 2013.336 46.416651 -94.789014 377.007950109033 376.846450109033 381.4905974369 -26.0567638587854 461.24931597259 42 74289600081 74289600080681 377.399993896484 0
420896871.926686 2013.336 46.418164 -94.789603 377.041549890968 376.878749890968 382.603738457405 -26.0578611412146 524.537258765036 42 74289600081 74289600080681 377.399993896484 0
420896871.952624 2013.336 46.419677 -94.790191 376.902449672899 376.842049672901 383.004382391929 -26.0589584236437 631.056089892577 42 74289600081 74289600080681 377.399993896484 0
420896871.978562 2013.336 46.421191 -94.79078 376.827450181722 376.657250181724 -613.699781356971 -26.0600564313091 762.941735033218 42 74289600081 74289600080681 377.399993896484 0
420896872.0045 2013.336 46.422704 -94.791369 376.653949963655 376.600949963656 383.473839409983 -26.0611537137382 901.551780452082 58.5 74289600081 74289600080691 377.399993896484 0
420896872.030438 2013.336 46.424217 -94.791958 377.291349745589 376.14074974559 381.985791599067 -26.0622509961673 1038.8073849317 58.5 74289600081 74289600080691 377.399993896484 0
420896872.056376 2013.336 46.42573 -94.792547 377.622593697977 376.017093697977 382.973001068524 -26.0638924494649 1173.01458678678 36 74289600096 74289600091006 377.399993896484 0
420896872.082314 2013.336 46.427244 -94.793136 377.885783987317 377.660383987318 383.071013697945 -26.0660802384727 1058.26249491763 36 74289600096 74289600091006 377.399993896484 0
420896872.108252 2013.336 46.428757 -94.793725 378.264772829964 377.991072829965 382.563058454317 -26.0682665824415 961.592334931942 36 74289600096 74289600091006 377.399993896484 0
420896872.13419 2013.336 46.43027 -94.794314 378.223561672611 378.085561672612 383.120314878185 -26.0704529264104 888.850842470455 36 74289600096 74289600091006 377.399993896484 0
420896872.160128 2013.336 46.431783 -94.794903 378.56395051526 378.54475051526 383.858990798721 -26.0726392703792 846.231199783785 36 74289600096 74289600091006 377.399993896484 20
420896872.186066 2013.336 46.433296 -94.795492 378.508539357908 378.524139357908 383.643556632408 -26.074825614348 838.339918675473 36 74289600096 74289600091006 377.399993896484 0
420896872.212004 2013.336 46.43481 -94.796082 378.544329647244 378.545329647245 381.657827640029 -26.0770134033558 866.11560193296 36 74289600096 74289600091006 377.399993896484 0
420896872.237942 2013.336 46.436323 -94.796671 378.532318489894 378.469618489893 385.627423127829 -26.0791997473246 926.399831258993 36 74289600096 74289600091006 377.399993896484 0
420896872.263884 2013.336 46.437836 -94.79726 378.409007332541 378.407207332541 386.530412069322 -26.0813860912934 1013.37623948774 36 74289600096 74289600091006 377.399993896484 0
420896872.289835 2013.336 46.43935 -94.79785 378.611797621879 378.55609762188 388.928148994067 -26.0835738803012 1120.89885474876 36 74289600096 74289600091006 377.399993896484 0
420896872.315787 2013.336 46.440864 -94.798439 378.755487911217 378.771587911217 385.738596282081 -26.085761669309 1243.67480666297 36 74289600096 74289600091006 377.399993896484 0
420896872.341738 2013.336 46.442378 -94.799029 378.828378200555 378.744378200554 388.474546375285 -26.0879494583168 1377.5658454979 36 74289600096 74289600091006 377.399993896484 0
420896872.367689 2013.336 46.443892 -94.799618 NA NA NA -26.0901372473246 1519.69199751841 36 74289600096 74289600091006 377.399993896484 0
420896872.39364 2013.336 46.445406 -94.800208 NA NA NA -26.0923250363324 1667.90320897787 36 74289600096 74289600091006 377.399993896484 0
420896872.419591 2013.336 46.44692 -94.800798 NA NA NA -26.0945128253402 1820.73608664017 36 74289600096 74289600091006 377.399993896484 0
420896872.445543 2013.336 46.448434 -94.801387 NA NA NA -26.096700614348 1977.13238042146 36 74289600096 74289600091006 377.399993896484 0
420896872.471494 2013.336 46.449948 -94.801977 NA NA NA -26.0988884033558 2136.28329672219 36 74289600096 74289600091006 377.399993896484 0
420896872.497445 2013.336 46.451462 -94.802567 378.889519936583 NA 393.522818489789 -26.1010761923636 2297.62939178821 36 74289600096 74289600091006 377.399993896484 0
420896872.523396 2013.336 46.452976 -94.803156 378.932310225921 378.914010225921 393.5408776192 -26.1032639813714 2460.74529125567 36 74289600096 74289600091006 377.399993896484 0
420896872.549347 2013.336 46.45449 -94.803746 378.980700515259 379.00380051526 393.566018462123 -26.1054517703792 2625.2876711311 36 74289600096 74289600091006 377.399993896484 0
420896872.575299 2013.336 46.456004 -94.804336 379.492090804596 379.006490804596 393.632151155638 -26.107639559387 2791.01113155354 36 74289600096 74289600091006 377.399993896484 0
420896872.60125 2013.336 46.457518 -94.804926 379.667381093935 NA 393.656512126337 -26.1098273483948 2957.71710252828 36 74289600096 74289600091006 377.399993896484 0
