time decyear lat lon Hocean Hocog Himth geoid distnode width reachID nodeID wse OCval
582308976.700177 2018.451 40.161755 -90.188668 NA 132.482086663691 144.875780159685 -33.0959471238787 1126.04060546117 152 74282300051 74282300050051 130.699996948242 1
582308976.751112 2018.451 40.158779 -90.189655 NA 132.180252410465 145.098243801807 -33.0950555262617 1097.75439744098 158.5 74282300051 74282300050061 130.699996948242 0
582308976.802048 2018.451 40.155804 -90.190642 NA 132.09351850477 145.276792876592 -33.0941642282408 1114.41634339733 158 74282300051 74282300050071 130.699996948242 0
582308976.852983 2018.451 40.152829 -90.191628 NA 132.241184599048 145.380631209722 -33.0932729302198 1173.6862122984 171 74282300051 74282300050081 130.699996948242 0
582308976.903919 2018.451 40.149854 -90.192615 NA 131.862450693352 145.471624807731 -33.0923816321989 1265.6085329553 218.5 74282300051 74282300050091 130.699996948242 0
582308976.954854 2018.451 40.146878 -90.193601 NA 131.909216440109 145.553937683651 -33.0914900345819 1399.41907228375 218.5 74282300051 74282300050091 130.699996948242 0
582308977.00579 2018.451 40.143903 -90.194588 NA 131.91923808675 145.549876998285 -33.090635193618 1562.79166269461 212 74282300051 74282300050101 130.699996948242 63
582308977.056726 2018.451 40.140928 -90.195574 NA 131.927393140343 145.571859687802 -33.0900647824152 1766.69646325913 214 74282300051 74282300050111 130.699996948242 0
582308977.107662 2018.451 40.137952 -90.19656 NA 131.973848010757 145.602551384309 -33.0894941794775 1985.19045163908 214 74282300051 74282300050111 130.699996948242 0
582308977.158597 2018.451 40.134977 -90.197547 NA 131.993803064342 145.592193910423 -33.0889237682747 2218.88982531066 195 74282300051 74282300050121 130.699996948242 0
582308977.209533 2018.451 40.132002 -90.198533 NA 131.995358117927 145.618758561955 -33.0883533570719 2466.70105177597 216 74282300051 74282300050131 130.699996948242 0
582308977.260468 2018.451 40.129027 -90.199519 133.658813171488 132.009713171493 145.617515459238 -33.0877829458691 2722.56186299015 216 74282300051 74282300050131 130.699996948242 0
582308977.311404 2018.451 40.126051 -90.200505 NA 131.689868041913 145.606626656427 -33.0872123429315 2983.41130436618 216 74282300051 74282300050141 130.699996948242 0
582308995.342569 2018.451 39.072373 -90.545411 NA 214.265286277579 NA -32.1438851297491 3220.45097563973 270 74282100021 74282100020491 126.5 0
582308995.393505 2018.451 39.069396 -90.546374 NA 214.340581611052 NA -32.1439869789083 3070.49295987205 284 74282100021 74282100020481 126.5 0
582308995.44444 2018.451 39.066418 -90.547336 NA NA NA -32.1440888622795 2945.00776383568 284 74282100021 74282100020481 126.5 0
582308995.495376 2018.451 39.06344 -90.548299 221.131373215413 NA NA -32.1441907456508 2841.82540186274 313 74282100021 74282100020471 126.5 0
582308995.546311 2018.451 39.060463 -90.549262 222.331468548905 NA 236.722138028269 -32.14429259481 2769.17155699598 313 74282100021 74282100020471 126.5 0
582308995.597247 2018.451 39.057485 -90.550224 222.791564351081 NA 227.338544932408 -32.1443944781813 2737.44828104144 313 74282100021 74282100020471 126.5 0
582308996.306705 2018.451 39.016009 -90.563626 NA 127.464962529505 151.675055655063 -32.1348638038384 1016.77625200299 327 74282100021 74282100020201 126.5 0
582308996.35764 2018.451 39.013032 -90.564588 NA 127.677612657798 152.313683748819 -32.1331477335705 1016.24205638353 300 74282100021 74282100020161 126.5 0
582308996.408576 2018.451 39.010054 -90.565549 NA 127.907662231895 NA -32.1314310868598 903.870816004459 313 74282100021 74282100020141 126.5 60
582308996.459511 2018.451 39.007076 -90.566511 NA 127.520811805955 NA -32.1297144401492 770.057777899599 306 74282100021 74282100020131 126.5 80
582308996.510447 2018.451 39.004098 -90.567472 NA 127.676861380044 NA -32.1279977934385 623.562295651289 270 74282100021 74282100020111 127 81
582308996.561382 2018.451 39.001121 -90.568434 NA 127.679511508331 NA -32.1262817231706 470.693871298271 278 74282100021 74282100020091 127.5 62
582308996.612318 2018.451 38.998143 -90.569395 NA 127.911761082402 NA -32.1245650764599 284.837095642878 283 74282100021 74282100020081 126.5 0
582308996.663253 2018.451 38.995165 -90.570357 NA 127.39561065649 NA -32.1228484297492 99.0060393017698 308 74282100021 74282100020061 126.5 93
582308996.714189 2018.451 38.992187 -90.571318 NA 127.335560230575 NA -32.1211317830386 124.150579869158 313.5 74282100021 74282100020051 126.5 75
582308996.765124 2018.451 38.989209 -90.572279 NA 127.344309804653 NA -32.1194151363279 353.079424448522 345 74282100021 74282100020041 126.5 8
582308996.81606 2018.451 38.986231 -90.57324 NA 127.159559378737 NA -32.1176984896172 585.422160157995 366 74282100021 74282100020031 126.5 82
582308996.866995 2018.451 38.983254 -90.574201 NA 127.128109507034 152.526448306076 -32.1159824193493 827.466767034119 366 74282100021 74282100020011 126.5 82
582308996.917931 2018.451 38.980276 -90.575162 NA 127.079359081116 150.149877665684 -32.1142657726386 1081.98809602948 366 74282100021 74282100020011 126.5 53
582308996.968866 2018.451 38.977298 -90.576123 NA 133.004808655196 147.671541218387 -32.112549125928 1353.5588847983 349.5 74282100011 74282100010581 126.5 0
582308997.019802 2018.451 38.97432 -90.577084 NA 132.972406573158 150.097228498298 -32.1099352689643 1641.4065101054 349.5 74282100011 74282100010581 126.5 0
582308997.070738 2018.451 38.971342 -90.578045 NA 129.114165964247 144.41542101216 -32.1059112888053 1940.16698149808 296 74282100011 74282100010571 126.5 0
582308997.121674 2018.451 38.968364 -90.579006 129.698425355341 130.715225355339 148.01081163265 -32.1018873086462 2236.05404764941 254 74282100011 74282100010561 126.5 0
582308997.172609 2018.451 38.965386 -90.579966 NA 132.807584746439 146.503032837684 -32.0978633284871 2523.80839800764 254 74282100011 74282100010551 126.5 0
582308997.223545 2018.451 38.962409 -90.580927 NA 133.124745427173 NA -32.0938406995638 2798.29392803783 296 74282100011 74282100010531 126.5 0
582308997.27448 2018.451 38.959431 -90.581888 NA 133.213604818268 NA -32.0898167194048 3072.62216467902 339 74282100011 74282100010511 126.5 0
582308998.038514 2018.451 38.914762 -90.596289 121.476834060251 121.109634060244 136.709702153107 -32.0282149109754 3845.57097363038 1026 74283000021 74283000020481 130.300003051758 0
582308998.089449 2018.451 38.911784 -90.597248 123.057258063521 123.169458063524 NA -32.0225458771615 3546.88261198191 1055 74283000021 74283000020471 130.300003051758 0
582308998.140385 2018.451 38.908806 -90.598208 123.366882066807 123.914682066807 NA -32.0168768433475 3249.77041803703 1055 74283000021 74283000020471 130.300003051758 0
582308998.19132 2018.451 38.905828 -90.599167 124.680106070104 124.858206070094 NA -32.0112078095336 2962.18089332907 1055 74283000021 74283000020471 130.300003051758 0
582308998.242256 2018.451 38.90285 -90.600127 125.459130073377 125.811530073366 136.634924078177 -32.0055387757196 2676.08091779072 1044 74283000021 74283000020461 130.25 0
582308998.293191 2018.451 38.899872 -90.601086 126.097854076651 126.495554076652 134.424760664401 -31.9998697419057 2400.38603607597 1044 74283000021 74283000020461 130.25 0
582308998.344127 2018.451 38.896894 -90.602045 126.763178079937 127.253878079946 132.21603877155 -31.9942007080917 2118.20702478051 933 74283000021 74283000020441 129.699996948242 0
582308998.395062 2018.451 38.893916 -90.603004 127.231602083227 128.083602083226 130.328687396275 -31.9885316742778 1830.19216886304 954 74283000021 74283000020431 129.199996948242 0
582308998.445998 2018.451 38.890937 -90.603963 NA 129.115424146949 129.243171002799 -31.9828607368259 1542.11300215357 1039 74283000021 74283000020421 129.199996948242 0
582308998.496933 2018.451 38.887959 -90.604923 NA 129.585448150228 128.686180635635 -31.977191703012 1254.20786991425 1060 74283000021 74283000020411 129.199996948242 0
582308998.547868 2018.451 38.884981 -90.605882 NA 128.899872153524 139.838326811092 -31.971522669198 972.171978440142 1063 74283000021 74283000020401 129.199996948242 0
582308998.598804 2018.451 38.882003 -90.60684 NA 129.195696156809 141.196186106463 -31.9658536353841 697.372584383773 1063 74283000021 74283000020401 129.199996948242 92
582308998.64974 2018.451 38.879025 -90.607799 NA 129.287820160081 141.064735201419 -31.9601846015701 380.494566034062 972 74283000021 74283000020381 129.199996948242 69
582308998.700675 2018.451 38.876047 -90.608758 NA 129.112444163367 140.093883236822 -31.9545155677562 87.5660510386262 939 74283000021 74283000020371 129.199996948242 0
582308998.75161 2018.451 38.873069 -90.609717 NA 129.025368166655 139.720920432037 -31.9488465339422 267.685574288575 939 74283000021 74283000020371 129.199996948242 52
582308998.802546 2018.451 38.870091 -90.610676 NA 130.069192169932 139.465893872025 -31.9431775001283 597.42890601889 886 74283000021 74283000020361 129.199996948242 90
582308998.853481 2018.451 38.867113 -90.611634 NA 130.077516173241 138.955675284506 -31.9375084663143 922.544288419485 886 74283000021 74283000020361 129.199996948242 4
582308998.904417 2018.451 38.864135 -90.612593 NA 129.05744017651 138.550823788771 -31.9318394325004 1249.86696095034 771 74283000021 74283000020351 129.199996948242 3
582308998.955353 2018.451 38.861157 -90.613551 NA 129.224864179779 138.130373192429 -31.9261703986864 1575.09206433637 771 74283000021 74283000020351 129.199996948242 3
582308999.006288 2018.451 38.858179 -90.61451 NA 129.764864752256 138.310233126306 -31.9202628692128 1905.85814684187 771 74283000021 74283000020351 129.199996948242 9
582308999.057223 2018.451 38.855201 -90.615468 NA 129.756175739279 138.817909196473 -31.9126585763396 2239.64833405161 771 74283000021 74283000020351 129.199996948242 24
582308999.108158 2018.451 38.852223 -90.616427 NA 130.168086726298 139.22839551202 -31.9050542834664 2570.85555174583 750.5 74283000021 74283000020341 129.199996948242 8
582308999.159094 2018.451 38.849244 -90.617385 NA 130.05179516495 139.720806845433 -31.8974474371034 2903.1351469266 750.5 74283000021 74283000020341 129.199996948242 3
582308999.210029 2018.451 38.846266 -90.618343 NA 129.889706151976 139.482520559696 -31.8898431442303 3237.14000199122 750.5 74283000021 74283000020341 129.199996948242 3
582308999.260965 2018.451 38.843288 -90.619301 NA 129.600317138981 139.640690797133 -31.8822388513571 3572.45696317195 750.5 74283000021 74283000020341 129.199996948242 2
